PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,DISTRIBUTION_EXISTING,DISTRIBUTION_NON_EXISTING,MEDIAN,RECIPROCAL,METHOD,SCORE,DIFF
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_62,30,0.25,0.5,1.0,62,random.uniform,random.random,False,False,random,sum,0.696551724137931
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_62,30,0.25,0.5,1.0,62,random.uniform,random.random,False,False,random,avg,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_62,30,0.25,0.5,1.0,62,random.uniform,random.random,False,False,louvain,sum,0.5264367816091954
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_62,30,0.25,0.5,1.0,62,random.uniform,random.random,False,False,louvain,avg,0.5264367816091954
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_63,30,0.25,0.5,1.0,63,random.uniform,random.random,True,False,random,sum,0.36551724137931035
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_63,30,0.25,0.5,1.0,63,random.uniform,random.random,True,False,random,avg,0.36551724137931035
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_63,30,0.25,0.5,1.0,63,random.uniform,random.random,True,False,louvain,sum,0.36551724137931035
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_63,30,0.25,0.5,1.0,63,random.uniform,random.random,True,False,louvain,avg,0.36551724137931035
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_64,30,0.25,0.5,1.0,64,random.uniform,random.random,True,False,random,sum,0.5724137931034483
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_64,30,0.25,0.5,1.0,64,random.uniform,random.random,True,False,random,avg,0.5747126436781609
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_64,30,0.25,0.5,1.0,64,random.uniform,random.random,True,False,louvain,sum,0.5770114942528736
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_64,30,0.25,0.5,1.0,64,random.uniform,random.random,True,False,louvain,avg,0.5471264367816092
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_65,30,0.25,0.5,1.0,65,random.uniform,random.random,True,False,random,sum,0.5977011494252874
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_65,30,0.25,0.5,1.0,65,random.uniform,random.random,True,False,random,avg,0.5977011494252874
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_65,30,0.25,0.5,1.0,65,random.uniform,random.random,True,False,louvain,sum,0.5977011494252874
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_65,30,0.25,0.5,1.0,65,random.uniform,random.random,True,False,louvain,avg,0.5977011494252874
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_66,30,0.25,0.5,1.0,66,random.uniform,random.random,True,True,random,sum,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_66,30,0.25,0.5,1.0,66,random.uniform,random.random,True,True,random,avg,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_66,30,0.25,0.5,1.0,66,random.uniform,random.random,True,True,louvain,sum,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_66,30,0.25,0.5,1.0,66,random.uniform,random.random,True,True,louvain,avg,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_67,30,0.25,0.5,1.0,67,random.uniform,random.random,True,True,random,sum,0.7701149425287356
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_67,30,0.25,0.5,1.0,67,random.uniform,random.random,True,True,random,avg,0.7701149425287356
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_67,30,0.25,0.5,1.0,67,random.uniform,random.random,True,True,louvain,sum,0.7701149425287356
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_67,30,0.25,0.5,1.0,67,random.uniform,random.random,True,True,louvain,avg,0.7701149425287356
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_68,30,0.25,0.5,1.0,68,random.uniform,random.random,True,True,random,sum,0.3586206896551724
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_68,30,0.25,0.5,1.0,68,random.uniform,random.random,True,True,random,avg,0.3586206896551724
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_68,30,0.25,0.5,1.0,68,random.uniform,random.random,True,True,louvain,sum,0.3586206896551724
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_68,30,0.25,0.5,1.0,68,random.uniform,random.random,True,True,louvain,avg,0.3586206896551724
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_69,30,0.25,0.5,1.0,69,random.uniform,random.random,False,True,random,sum,0.5172413793103449
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_69,30,0.25,0.5,1.0,69,random.uniform,random.random,False,True,random,avg,0.5172413793103449
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_69,30,0.25,0.5,1.0,69,random.uniform,random.random,False,True,louvain,sum,0.5172413793103449
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_69,30,0.25,0.5,1.0,69,random.uniform,random.random,False,True,louvain,avg,0.5172413793103449
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_7,30,0.25,0.5,1.0,7,random.uniform,random.random,True,True,random,sum,0.6942528735632184
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_7,30,0.25,0.5,1.0,7,random.uniform,random.random,True,True,random,avg,0.7034482758620689
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_7,30,0.25,0.5,1.0,7,random.uniform,random.random,True,True,louvain,sum,0.6045977011494252
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_7,30,0.25,0.5,1.0,7,random.uniform,random.random,True,True,louvain,avg,0.6252873563218391
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_70,30,0.25,0.5,1.0,70,random.uniform,random.random,False,True,random,sum,0.6597701149425287
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_70,30,0.25,0.5,1.0,70,random.uniform,random.random,False,True,random,avg,0.6666666666666666
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_70,30,0.25,0.5,1.0,70,random.uniform,random.random,False,True,louvain,sum,0.639080459770115
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_70,30,0.25,0.5,1.0,70,random.uniform,random.random,False,True,louvain,avg,0.7908045977011494
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_71,30,0.25,0.5,1.0,71,random.uniform,random.random,True,False,random,sum,0.6689655172413793
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_71,30,0.25,0.5,1.0,71,random.uniform,random.random,True,False,random,avg,0.664367816091954
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_71,30,0.25,0.5,1.0,71,random.uniform,random.random,True,False,louvain,sum,0.5977011494252874
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_71,30,0.25,0.5,1.0,71,random.uniform,random.random,True,False,louvain,avg,0.774712643678161
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_72,30,0.25,0.5,1.0,72,random.uniform,random.random,False,False,random,sum,0.6505747126436782
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_72,30,0.25,0.5,1.0,72,random.uniform,random.random,False,False,random,avg,0.7080459770114943
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_72,30,0.25,0.5,1.0,72,random.uniform,random.random,False,False,louvain,sum,0.7264367816091954
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_72,30,0.25,0.5,1.0,72,random.uniform,random.random,False,False,louvain,avg,0.6367816091954023
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_73,30,0.25,0.5,1.0,73,random.uniform,random.random,True,False,random,sum,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_73,30,0.25,0.5,1.0,73,random.uniform,random.random,True,False,random,avg,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_73,30,0.25,0.5,1.0,73,random.uniform,random.random,True,False,louvain,sum,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_73,30,0.25,0.5,1.0,73,random.uniform,random.random,True,False,louvain,avg,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_74,30,0.25,0.5,1.0,74,random.uniform,random.random,False,True,random,sum,0.7402298850574712
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_74,30,0.25,0.5,1.0,74,random.uniform,random.random,False,True,random,avg,0.7402298850574712
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_74,30,0.25,0.5,1.0,74,random.uniform,random.random,False,True,louvain,sum,0.7402298850574712
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_74,30,0.25,0.5,1.0,74,random.uniform,random.random,False,True,louvain,avg,0.6827586206896552
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_75,30,0.25,0.5,1.0,75,random.uniform,random.random,True,False,random,sum,0.5632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_75,30,0.25,0.5,1.0,75,random.uniform,random.random,True,False,random,avg,0.5632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_75,30,0.25,0.5,1.0,75,random.uniform,random.random,True,False,louvain,sum,0.5632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_75,30,0.25,0.5,1.0,75,random.uniform,random.random,True,False,louvain,avg,0.5632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_76,30,0.25,0.5,1.0,76,random.uniform,random.random,False,False,random,sum,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_76,30,0.25,0.5,1.0,76,random.uniform,random.random,False,False,random,avg,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_76,30,0.25,0.5,1.0,76,random.uniform,random.random,False,False,louvain,sum,0.7126436781609196
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_76,30,0.25,0.5,1.0,76,random.uniform,random.random,False,False,louvain,avg,0.6160919540229886
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_77,30,0.25,0.5,1.0,77,random.uniform,random.random,False,False,random,sum,0.6137931034482759
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_77,30,0.25,0.5,1.0,77,random.uniform,random.random,False,False,random,avg,0.6137931034482759
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_77,30,0.25,0.5,1.0,77,random.uniform,random.random,False,False,louvain,sum,0.6137931034482759
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_77,30,0.25,0.5,1.0,77,random.uniform,random.random,False,False,louvain,avg,0.5471264367816092
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_78,30,0.25,0.5,1.0,78,random.uniform,random.random,True,True,random,sum,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_78,30,0.25,0.5,1.0,78,random.uniform,random.random,True,True,random,avg,0.6873563218390805
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_78,30,0.25,0.5,1.0,78,random.uniform,random.random,True,True,louvain,sum,0.6459770114942529
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_78,30,0.25,0.5,1.0,78,random.uniform,random.random,True,True,louvain,avg,0.6206896551724138
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_79,30,0.25,0.5,1.0,79,random.uniform,random.random,False,False,random,sum,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_79,30,0.25,0.5,1.0,79,random.uniform,random.random,False,False,random,avg,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_79,30,0.25,0.5,1.0,79,random.uniform,random.random,False,False,louvain,sum,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_79,30,0.25,0.5,1.0,79,random.uniform,random.random,False,False,louvain,avg,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_8,30,0.25,0.5,1.0,8,random.uniform,random.random,True,True,random,sum,0.6551724137931034
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_8,30,0.25,0.5,1.0,8,random.uniform,random.random,True,True,random,avg,0.6551724137931034
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_8,30,0.25,0.5,1.0,8,random.uniform,random.random,True,True,louvain,sum,0.6551724137931034
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_8,30,0.25,0.5,1.0,8,random.uniform,random.random,True,True,louvain,avg,0.6551724137931034
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_80,30,0.25,0.5,1.0,80,random.uniform,random.random,False,True,random,sum,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_80,30,0.25,0.5,1.0,80,random.uniform,random.random,False,True,random,avg,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_80,30,0.25,0.5,1.0,80,random.uniform,random.random,False,True,louvain,sum,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_80,30,0.25,0.5,1.0,80,random.uniform,random.random,False,True,louvain,avg,0.6022988505747127
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_81,30,0.25,0.5,1.0,81,random.uniform,random.random,False,False,random,sum,0.7172413793103448
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_81,30,0.25,0.5,1.0,81,random.uniform,random.random,False,False,random,avg,0.7172413793103448
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_81,30,0.25,0.5,1.0,81,random.uniform,random.random,False,False,louvain,sum,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_81,30,0.25,0.5,1.0,81,random.uniform,random.random,False,False,louvain,avg,0.7218390804597701
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_82,30,0.25,0.5,1.0,82,random.uniform,random.random,False,True,random,sum,0.7103448275862069
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_82,30,0.25,0.5,1.0,82,random.uniform,random.random,False,True,random,avg,0.632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_82,30,0.25,0.5,1.0,82,random.uniform,random.random,False,True,louvain,sum,0.6942528735632184
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_82,30,0.25,0.5,1.0,82,random.uniform,random.random,False,True,louvain,avg,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_83,30,0.25,0.5,1.0,83,random.uniform,random.random,False,False,random,sum,0.7632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_83,30,0.25,0.5,1.0,83,random.uniform,random.random,False,False,random,avg,0.7632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_83,30,0.25,0.5,1.0,83,random.uniform,random.random,False,False,louvain,sum,0.6206896551724138
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_83,30,0.25,0.5,1.0,83,random.uniform,random.random,False,False,louvain,avg,0.6850574712643678
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_84,30,0.25,0.5,1.0,84,random.uniform,random.random,False,True,random,sum,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_84,30,0.25,0.5,1.0,84,random.uniform,random.random,False,True,random,avg,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_84,30,0.25,0.5,1.0,84,random.uniform,random.random,False,True,louvain,sum,0.7770114942528735
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_84,30,0.25,0.5,1.0,84,random.uniform,random.random,False,True,louvain,avg,0.7701149425287356
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_85,30,0.25,0.5,1.0,85,random.uniform,random.random,True,False,random,sum,0.7609195402298851
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_85,30,0.25,0.5,1.0,85,random.uniform,random.random,True,False,random,avg,0.7310344827586207
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_85,30,0.25,0.5,1.0,85,random.uniform,random.random,True,False,louvain,sum,0.7195402298850575
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_85,30,0.25,0.5,1.0,85,random.uniform,random.random,True,False,louvain,avg,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_86,30,0.25,0.5,1.0,86,random.uniform,random.random,True,True,random,sum,0.7218390804597701
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_86,30,0.25,0.5,1.0,86,random.uniform,random.random,True,True,random,avg,0.7195402298850575
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_86,30,0.25,0.5,1.0,86,random.uniform,random.random,True,True,louvain,sum,0.6091954022988506
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_86,30,0.25,0.5,1.0,86,random.uniform,random.random,True,True,louvain,avg,0.6068965517241379
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_87,30,0.25,0.5,1.0,87,random.uniform,random.random,True,True,random,sum,0.7126436781609196
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_87,30,0.25,0.5,1.0,87,random.uniform,random.random,True,True,random,avg,0.7126436781609196
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_87,30,0.25,0.5,1.0,87,random.uniform,random.random,True,True,louvain,sum,0.7471264367816092
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_87,30,0.25,0.5,1.0,87,random.uniform,random.random,True,True,louvain,avg,0.7126436781609196
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_88,30,0.25,0.5,1.0,88,random.uniform,random.random,False,False,random,sum,0.7908045977011494
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_88,30,0.25,0.5,1.0,88,random.uniform,random.random,False,False,random,avg,0.7908045977011494
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_88,30,0.25,0.5,1.0,88,random.uniform,random.random,False,False,louvain,sum,0.5793103448275863
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_88,30,0.25,0.5,1.0,88,random.uniform,random.random,False,False,louvain,avg,0.5793103448275863
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_89,30,0.25,0.5,1.0,89,random.uniform,random.random,False,False,random,sum,0.7149425287356321
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_89,30,0.25,0.5,1.0,89,random.uniform,random.random,False,False,random,avg,0.6758620689655173
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_89,30,0.25,0.5,1.0,89,random.uniform,random.random,False,False,louvain,sum,0.542528735632184
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_89,30,0.25,0.5,1.0,89,random.uniform,random.random,False,False,louvain,avg,0.542528735632184
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_9,30,0.25,0.5,1.0,9,random.uniform,random.random,True,True,random,sum,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_9,30,0.25,0.5,1.0,9,random.uniform,random.random,True,True,random,avg,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_9,30,0.25,0.5,1.0,9,random.uniform,random.random,True,True,louvain,sum,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_9,30,0.25,0.5,1.0,9,random.uniform,random.random,True,True,louvain,avg,0.6482758620689655
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_90,30,0.25,0.5,1.0,90,random.uniform,random.random,True,False,random,sum,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_90,30,0.25,0.5,1.0,90,random.uniform,random.random,True,False,random,avg,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_90,30,0.25,0.5,1.0,90,random.uniform,random.random,True,False,louvain,sum,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_90,30,0.25,0.5,1.0,90,random.uniform,random.random,True,False,louvain,avg,0.6804597701149425
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_91,30,0.25,0.5,1.0,91,random.uniform,random.random,True,True,random,sum,0.4160919540229885
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_91,30,0.25,0.5,1.0,91,random.uniform,random.random,True,True,random,avg,0.4160919540229885
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_91,30,0.25,0.5,1.0,91,random.uniform,random.random,True,True,louvain,sum,0.4160919540229885
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_91,30,0.25,0.5,1.0,91,random.uniform,random.random,True,True,louvain,avg,0.4160919540229885
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_92,30,0.25,0.5,1.0,92,random.uniform,random.random,True,True,random,sum,0.6735632183908046
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_92,30,0.25,0.5,1.0,92,random.uniform,random.random,True,True,random,avg,0.6735632183908046
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_92,30,0.25,0.5,1.0,92,random.uniform,random.random,True,True,louvain,sum,0.6735632183908046
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_92,30,0.25,0.5,1.0,92,random.uniform,random.random,True,True,louvain,avg,0.6735632183908046
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_93,30,0.25,0.5,1.0,93,random.uniform,random.random,False,False,random,sum,0.6919540229885057
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_93,30,0.25,0.5,1.0,93,random.uniform,random.random,False,False,random,avg,0.6620689655172414
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_93,30,0.25,0.5,1.0,93,random.uniform,random.random,False,False,louvain,sum,0.7862068965517242
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_93,30,0.25,0.5,1.0,93,random.uniform,random.random,False,False,louvain,avg,0.7862068965517242
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_94,30,0.25,0.5,1.0,94,random.uniform,random.random,True,True,random,sum,0.4689655172413793
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_94,30,0.25,0.5,1.0,94,random.uniform,random.random,True,True,random,avg,0.4689655172413793
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_94,30,0.25,0.5,1.0,94,random.uniform,random.random,True,True,louvain,sum,0.4689655172413793
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_94,30,0.25,0.5,1.0,94,random.uniform,random.random,True,True,louvain,avg,0.4689655172413793
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_95,30,0.25,0.5,1.0,95,random.uniform,random.random,False,True,random,sum,0.6298850574712643
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_95,30,0.25,0.5,1.0,95,random.uniform,random.random,False,True,random,avg,0.632183908045977
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_95,30,0.25,0.5,1.0,95,random.uniform,random.random,False,True,louvain,sum,0.8827586206896552
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_95,30,0.25,0.5,1.0,95,random.uniform,random.random,False,True,louvain,avg,0.6344827586206897
graph-prak-GFH\n30\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n30_96,30,0.25,0.5,1.0,96,random.uniform,random.random,True,True,random,sum,0.46206896551724136
