TYP,PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,BI_ANZAHL,DI_ANZAHL,EM_ANZAHL,FITCH,DELETION_RATE,SPECIAL,PARTIAL_BI_ANZAHL,PARTIAL_DI_ANZAHL,PARTIAL_EM_ANZAHL,PARTIAL_FITCH,ALGO_ONE_ORDER,ALGO_ONE_DIFF,ALGO_TWO_DIFF
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,3,56,False,0.3,True,20,0,40,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_87,10,0.5,0.5,1.0,87,42,20,8,True,0.6,False,16,8,4,True,"(1, 2, 0)",0.5555555555555556,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,1,58,False,0.6,False,12,1,24,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_88,10,0.5,0.5,1.0,88,16,27,20,True,0.5,True,8,0,10,True,"(2, 0, 1)",0.5222222222222223,0.6666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,22,16,False,0.5,True,14,0,8,True,"(2, 0, 1)",0.6444444444444445,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_89,10,0.5,0.5,1.0,89,0,24,42,True,0.2,False,0,20,34,True,"(1, 0, 2)",0.13333333333333333,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,46,6,32,False,0.2,False,36,5,26,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_9,10,0.5,0.5,1.0,9,16,25,24,True,0.8,True,4,0,4,True,"(2, 0, 1)",0.4777777777777778,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,70,5,10,False,0.8,True,14,0,2,True,"(2, 0, 1)",0.5111111111111111,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_90,10,0.5,0.5,1.0,90,28,25,12,True,0.8,True,6,0,2,True,"(2, 1, 0)",0.5333333333333333,0.5888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,46,0,44,False,0.8,True,10,0,8,True,"(2, 1, 0)",0.5333333333333333,0.5555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_91,10,0.5,0.5,1.0,91,6,21,42,True,0.6,False,2,9,16,True,"(2, 0, 1)",0.4444444444444444,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,5,14,False,0.6,False,26,2,6,True,"(2, 0, 1)",0.1111111111111111,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_92,10,0.5,0.5,1.0,92,0,9,72,True,0.4,False,0,6,44,True,"(2, 1, 0)",0.34444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,34,4,False,0.4,False,10,21,2,True,"(2, 1, 0)",0.044444444444444446,0.15555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_93,10,0.5,0.5,1.0,93,4,21,44,True,0.2,False,4,17,36,True,"(0, 1, 2)",0.13333333333333333,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,4,28,False,0.2,False,44,4,22,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_94,10,0.5,0.5,1.0,94,4,21,44,True,0.8,False,0,5,8,True,"(2, 0, 1)",0.4222222222222222,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,14,28,False,0.8,False,6,3,6,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_95,10,0.5,0.5,1.0,95,10,24,32,True,0.8,True,2,0,6,True,"(0, 2, 1)",0.4666666666666667,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,42,2,44,False,0.8,True,8,0,8,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_96,10,0.5,0.5,1.0,96,24,26,14,True,0.9,True,2,0,2,True,"(0, 1, 2)",0.9555555555555556,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,25,24,False,0.9,True,2,0,2,True,"(0, 1, 2)",0.8,0.7777777777777778
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_97,10,0.5,0.5,1.0,97,24,24,18,True,0.2,False,20,20,14,True,"(2, 1, 0)",0.13333333333333333,0.12222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,30,22,False,0.2,False,6,24,18,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_98,10,0.5,0.5,1.0,98,6,24,36,True,0.5,False,2,12,18,True,"(2, 0, 1)",0.32222222222222224,0.32222222222222224
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,10,40,False,0.5,False,14,5,20,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H1.0\D0.5_L0.5_H1.0_n10_99,10,0.5,0.5,1.0,99,2,16,56,True,0.3,False,2,12,40,True,"(1, 2, 0)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,4,38,False,0.3,False,30,3,26,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_0,10,0.5,1.0,0.25,0,0,9,72,True,0.3,False,0,7,50,True,"(1, 2, 0)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,4,74,False,0.3,False,6,3,52,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_1,10,0.5,1.0,0.25,1,2,16,56,True,0.2,True,2,0,44,True,"(2, 1, 0)",0.3111111111111111,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,36,8,False,0.2,True,8,0,6,True,"(2, 1, 0)",0.13333333333333333,0.5333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_10,10,0.5,1.0,0.25,10,0,9,72,True,0.4,False,0,6,44,True,"(0, 1, 2)",0.34444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,3,48,False,0.4,False,22,2,28,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_11,10,0.5,1.0,0.25,11,0,9,72,True,0.7,False,0,3,22,True,"(2, 0, 1)",0.5333333333333333,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,5,18,False,0.7,False,18,2,6,True,"(2, 0, 1)",0.2222222222222222,0.37777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_12,10,0.5,1.0,0.25,12,2,16,56,True,0.3,False,2,12,40,True,"(1, 2, 0)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,9,14,False,0.3,False,40,7,10,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_13,10,0.5,1.0,0.25,13,12,31,16,True,0.4,False,8,19,10,True,"(2, 1, 0)",0.23333333333333334,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,82,1,6,True,0.4,False,50,1,4,True,"(2, 1, 0)",0.0,0.08888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_14,10,0.5,1.0,0.25,14,2,16,56,True,0.7,False,0,5,16,True,"(2, 0, 1)",0.5777777777777777,0.5777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,34,20,False,0.7,False,0,11,6,True,"(2, 0, 1)",0.3111111111111111,0.28888888888888886
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_15,10,0.5,1.0,0.25,15,0,9,72,True,0.9,True,0,0,8,True,"(0, 1, 2)",0.9111111111111111,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,30,22,False,0.9,True,0,0,2,True,"(0, 1, 2)",0.7555555555555555,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.5_L1.0_H0.25\D0.5_L1.0_H0.25_n10_16,10,0.5,1.0,0.25,16,0,0,90,True,0.8,True,0,0,18,True,"(0, 2, 1)",0.8,0.7
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_0,10,0.25,0.5,1.0,0,6,24,36,True,0.5,True,2,0,18,True,"(0, 2, 1)",0.45555555555555555,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,6,50,False,0.5,True,14,0,24,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_1,10,0.25,0.5,1.0,1,0,16,58,True,0.4,True,0,0,34,True,"(1, 0, 2)",0.6222222222222222,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,26,36,False,0.4,True,2,0,22,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_10,10,0.25,0.5,1.0,10,8,28,26,True,0.6,True,4,0,10,True,"(0, 2, 1)",0.4777777777777778,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,31,0,False,0.6,True,12,0,0,True,"(0, 2, 1)",0.4,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_11,10,0.25,0.5,1.0,11,4,22,42,True,0.3,False,2,16,30,True,"(0, 2, 1)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,15,10,False,0.3,False,34,11,6,True,"(0, 2, 1)",0.1111111111111111,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_12,10,0.25,0.5,1.0,12,20,25,20,True,0.2,True,16,0,16,True,"(0, 2, 1)",0.36666666666666664,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,48,5,32,False,0.2,True,38,0,26,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_13,10,0.25,0.5,1.0,13,2,16,56,True,0.8,False,0,4,12,True,"(2, 1, 0)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,10,64,False,0.8,False,2,2,12,True,"(2, 1, 0)",0.6,0.6
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_14,10,0.25,0.5,1.0,14,28,25,12,True,0.6,False,12,10,4,True,"(1, 2, 0)",0.43333333333333335,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,3,32,False,0.6,False,20,2,12,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_15,10,0.25,0.5,1.0,15,4,22,42,True,0.3,True,2,0,30,True,"(1, 2, 0)",0.6444444444444445,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,42,17,14,False,0.3,True,30,0,10,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_16,10,0.25,0.5,1.0,16,14,27,22,True,0.8,True,2,0,4,True,"(1, 0, 2)",0.9333333333333333,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,12,12,False,0.8,True,10,0,2,True,"(1, 0, 2)",0.37777777777777777,0.7111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_17,10,0.25,0.5,1.0,17,2,16,56,True,0.2,True,2,0,44,True,"(1, 2, 0)",0.4888888888888889,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,29,6,False,0.2,True,20,0,4,True,"(1, 2, 0)",0.6666666666666666,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_18,10,0.25,0.5,1.0,18,6,21,42,True,0.2,False,4,17,34,True,"(1, 2, 0)",0.15555555555555556,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,14,0,False,0.2,False,50,12,0,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_19,10,0.25,0.5,1.0,19,26,24,16,True,0.5,True,12,0,8,True,"(2, 1, 0)",0.45555555555555555,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,38,13,26,False,0.5,True,18,0,12,True,"(2, 1, 0)",0.35555555555555557,0.37777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_2,10,0.25,0.5,1.0,2,0,9,72,True,0.8,False,0,2,14,True,"(2, 1, 0)",0.6333333333333333,0.6333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,21,30,False,0.8,False,4,5,6,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_20,10,0.25,0.5,1.0,20,4,21,44,True,0.6,True,2,0,18,True,"(2, 1, 0)",0.5222222222222223,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,5,74,False,0.6,True,2,0,30,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_21,10,0.25,0.5,1.0,21,0,31,28,True,0.2,True,0,0,22,True,"(1, 2, 0)",0.7555555555555555,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,0,18,False,0.2,True,58,0,14,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_22,10,0.25,0.5,1.0,22,18,25,22,True,0.2,False,14,20,18,True,"(1, 0, 2)",0.14444444444444443,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,28,24,False,0.2,False,8,23,20,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_23,10,0.25,0.5,1.0,23,18,25,22,True,0.2,False,14,20,18,True,"(2, 0, 1)",0.14444444444444443,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,8,38,False,0.2,False,28,7,30,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_24,10,0.25,0.5,1.0,24,14,28,20,True,0.2,True,12,0,16,True,"(1, 2, 0)",0.6888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,24,22,False,0.2,True,16,0,18,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_25,10,0.25,0.5,1.0,25,20,25,20,True,0.2,True,16,0,16,True,"(2, 0, 1)",0.36666666666666664,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,18,2,False,0.2,True,42,0,2,True,"(2, 0, 1)",0.4,0.4444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_26,10,0.25,0.5,1.0,26,16,27,20,True,0.5,True,8,0,10,True,"(0, 1, 2)",0.8,0.5888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,37,0,False,0.5,True,8,0,0,True,"(0, 1, 2)",0.8222222222222222,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_27,10,0.25,0.5,1.0,27,14,25,26,True,0.4,False,8,15,16,True,"(1, 2, 0)",0.28888888888888886,0.28888888888888886
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,37,8,False,0.4,False,4,23,4,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_28,10,0.25,0.5,1.0,28,0,16,58,True,0.8,False,0,4,12,True,"(2, 1, 0)",0.4444444444444444,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,41,4,False,0.8,False,0,9,0,True,"(2, 1, 0)",0.37777777777777777,0.4
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_29,10,0.25,0.5,1.0,29,2,16,56,True,0.3,False,2,12,40,True,"(1, 0, 2)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,40,4,True,0.3,False,4,28,2,True,"(1, 0, 2)",0.06666666666666667,0.044444444444444446
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_3,10,0.25,0.5,1.0,3,0,16,58,True,0.8,True,0,0,12,True,"(0, 1, 2)",0.8666666666666667,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,8,6,False,0.8,True,14,0,2,True,"(0, 1, 2)",0.2222222222222222,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_30,10,0.25,0.5,1.0,30,18,26,20,True,0.4,True,10,0,12,True,"(1, 0, 2)",0.7555555555555555,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,19,2,False,0.4,True,30,0,2,True,"(1, 0, 2)",0.4222222222222222,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_31,10,0.25,0.5,1.0,31,2,31,26,True,0.5,True,0,0,12,True,"(2, 1, 0)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,3,30,False,0.5,True,26,0,14,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_32,10,0.25,0.5,1.0,32,8,28,26,True,0.3,True,6,0,18,True,"(1, 2, 0)",0.7333333333333333,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,32,4,50,False,0.3,True,22,0,34,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_33,10,0.25,0.5,1.0,33,18,24,24,True,0.8,False,4,5,4,True,"(2, 1, 0)",0.4777777777777778,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,27,30,False,0.8,False,2,6,6,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_34,10,0.25,0.5,1.0,34,22,27,14,True,0.8,False,4,6,2,True,"(1, 0, 2)",0.7333333333333333,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,31,26,False,0.8,False,0,7,6,True,"(1, 0, 2)",0.5111111111111111,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_35,10,0.25,0.5,1.0,35,24,24,18,True,0.6,False,10,10,8,True,"(2, 1, 0)",0.4111111111111111,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,3,12,False,0.6,False,28,2,4,True,"(2, 1, 0)",0.13333333333333333,0.24444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_36,10,0.25,0.5,1.0,36,14,27,22,True,0.2,True,12,0,18,True,"(0, 2, 1)",0.3888888888888889,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,48,6,30,False,0.2,True,38,0,24,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_37,10,0.25,0.5,1.0,37,12,24,30,True,0.7,False,4,8,8,True,"(0, 1, 2)",0.5333333333333333,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,2,34,False,0.7,False,16,1,10,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_38,10,0.25,0.5,1.0,38,18,30,12,True,0.1,True,16,0,10,True,"(1, 2, 0)",0.7111111111111111,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,14,56,False,0.1,True,6,0,50,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_39,10,0.25,0.5,1.0,39,6,21,42,True,0.6,False,2,9,16,True,"(1, 2, 0)",0.4666666666666667,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,9,22,False,0.6,False,20,4,8,True,"(1, 2, 0)",0.2222222222222222,0.2
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_4,10,0.25,0.5,1.0,4,14,27,22,True,0.2,False,12,22,18,True,"(2, 1, 0)",0.12222222222222222,0.12222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,12,8,True,0.2,False,46,10,6,True,"(2, 1, 0)",0.0,0.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_40,10,0.25,0.5,1.0,40,24,26,14,True,0.6,True,10,0,6,True,"(1, 0, 2)",0.8222222222222222,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,9,54,False,0.6,True,8,0,22,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_41,10,0.25,0.5,1.0,41,28,24,14,True,0.7,False,8,8,4,True,"(2, 0, 1)",0.4222222222222222,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,32,10,38,False,0.7,False,10,3,12,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_42,10,0.25,0.5,1.0,42,2,16,56,True,0.3,False,2,12,40,True,"(0, 1, 2)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,12,56,False,0.3,False,6,9,40,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_43,10,0.25,0.5,1.0,43,10,28,24,True,0.7,True,2,0,8,True,"(2, 0, 1)",0.45555555555555555,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,16,58,False,0.7,True,0,0,18,True,"(2, 0, 1)",0.4222222222222222,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_44,10,0.25,0.5,1.0,44,16,28,18,True,0.2,False,12,23,14,True,"(1, 2, 0)",0.14444444444444443,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,28,4,True,0.2,False,24,23,4,True,"(1, 2, 0)",0.0,0.022222222222222223
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_45,10,0.25,0.5,1.0,45,10,25,30,True,0.5,True,4,0,14,True,"(1, 2, 0)",0.8,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,37,16,False,0.5,True,0,0,8,True,"(1, 2, 0)",0.8444444444444444,0.6888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_46,10,0.25,0.5,1.0,46,2,16,56,True,0.2,False,2,13,44,True,"(0, 1, 2)",0.16666666666666666,0.16666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,6,10,False,0.2,False,54,5,8,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_47,10,0.25,0.5,1.0,47,10,25,30,True,0.6,False,4,10,12,True,"(2, 1, 0)",0.4111111111111111,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,7,48,False,0.6,False,12,3,20,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_48,10,0.25,0.5,1.0,48,14,27,22,True,0.6,False,6,11,8,True,"(0, 2, 1)",0.35555555555555557,0.3333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,41,4,False,0.6,False,2,17,2,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_49,10,0.25,0.5,1.0,49,14,27,22,True,0.3,True,10,0,16,True,"(2, 0, 1)",0.43333333333333335,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,74,5,6,True,0.3,True,52,0,4,True,"(2, 0, 1)",0.13333333333333333,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_5,10,0.25,0.5,1.0,5,10,24,32,True,0.8,True,2,0,6,True,"(0, 1, 2)",0.9111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,27,20,False,0.8,True,4,0,4,True,"(0, 1, 2)",0.7777777777777778,0.7111111111111111
